volt,amphere,watt
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.044,0.218
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
4.980,0.034,0.170
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.034,0.170
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.956,0.044,0.218
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
4.980,0.039,0.195
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.059,0.292
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.034,0.170
4.956,0.049,0.242
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.034,0.171
4.956,0.044,0.218
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.049,0.243
5.005,0.044,0.220
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.044,0.218
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.054,0.266
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.034,0.171
4.980,0.034,0.170
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.059,0.292
4.980,0.054,0.268
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.044,0.220
4.980,0.039,0.195
5.005,0.039,0.196
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.044,0.220
4.956,0.049,0.242
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.059,0.293
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.034,0.170
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.059,0.292
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.034,0.170
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.956,0.054,0.266
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.044,0.218
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.044,0.218
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.956,0.044,0.218
4.956,0.049,0.242
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
4.980,0.034,0.170
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.039,0.196
4.980,0.039,0.195
5.005,0.044,0.220
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.054,0.268
4.980,0.059,0.292
4.980,0.059,0.292
5.005,0.039,0.196
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.034,0.170
4.980,0.044,0.219
4.956,0.044,0.218
4.956,0.049,0.242
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.034,0.170
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
4.956,0.044,0.218
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.059,0.292
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.956,0.044,0.218
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.039,0.196
5.005,0.039,0.196
4.956,0.044,0.218
4.956,0.049,0.242
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.956,0.044,0.218
4.980,0.049,0.243
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.956,0.044,0.218
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.044,0.220
4.980,0.034,0.170
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.059,0.292
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.049,0.244
5.005,0.039,0.196
4.980,0.034,0.170
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.044,0.219
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.044,0.220
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
4.956,0.044,0.218
4.956,0.049,0.242
4.980,0.044,0.219
4.956,0.039,0.194
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.059,0.292
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.034,0.171
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.044,0.218
4.956,0.044,0.218
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.059,0.292
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
4.980,0.039,0.195
4.956,0.044,0.218
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.034,0.171
4.980,0.034,0.170
4.980,0.039,0.195
4.980,0.054,0.268
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.044,0.218
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.049,0.242
5.005,0.059,0.293
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.049,0.242
4.956,0.049,0.242
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.044,0.219
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.044,0.220
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.034,0.171
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.059,0.293
5.005,0.044,0.220
4.980,0.034,0.170
4.980,0.044,0.219
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.044,0.218
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.956,0.044,0.218
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.049,0.243
4.956,0.054,0.266
4.980,0.059,0.292
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
4.956,0.039,0.194
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.039,0.196
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.039,0.195
4.980,0.049,0.243
4.980,0.059,0.292
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.039,0.195
4.956,0.049,0.242
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.049,0.244
5.005,0.044,0.220
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
5.005,0.054,0.269
4.980,0.054,0.268
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.044,0.219
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.034,0.170
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.054,0.268
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.034,0.171
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
4.956,0.049,0.242
4.956,0.049,0.242
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.059,0.293
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.044,0.220
5.005,0.039,0.196
4.980,0.039,0.195
4.956,0.044,0.218
4.980,0.044,0.219
4.980,0.049,0.243
4.956,0.049,0.242
5.005,0.049,0.244
5.005,0.049,0.244
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.044,0.218
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.980,0.059,0.292
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.054,0.269
5.005,0.049,0.244
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.049,0.243
5.005,0.059,0.293
5.005,0.049,0.244
5.005,0.044,0.220
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.039,0.195
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.956,0.049,0.242
4.956,0.044,0.218
4.980,0.044,0.219
4.956,0.049,0.242
5.005,0.054,0.269
5.005,0.059,0.293
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.034,0.170
4.980,0.039,0.195
4.956,0.044,0.218
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.044,0.219
4.980,0.049,0.243
4.956,0.049,0.242
4.980,0.054,0.268
4.980,0.054,0.268
5.005,0.044,0.220
5.005,0.034,0.171
5.005,0.039,0.196
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
4.980,0.054,0.268
4.980,0.059,0.292
5.005,0.054,0.269
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.039,0.196
5.005,0.034,0.171
4.980,0.039,0.195
4.980,0.044,0.219
4.956,0.049,0.242
4.956,0.054,0.266
5.005,0.054,0.269
5.005,0.044,0.220
5.005,0.039,0.196
5.005,0.034,0.171
5.005,0.034,0.171
4.980,0.044,0.219
